datetime,toimipiste,aikaryhman,aikaryhma,laakari,RESURSSI,ETNS,ETNS_A,kesto_min,ETNS_B,tyhja
2024-01-31 09:20,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-31 09:40,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-31 10:00,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-31 10:20,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,1
2024-01-31 10:50,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-31 11:10,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-31 11:30,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-31 11:50,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,30,1,1
2024-01-31 12:20,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,30,1,1
2024-01-31 12:50,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-31 13:10,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-31 13:30,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-01-31 13:50,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,1
2024-01-31 14:20,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-31 14:40,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,1
2024-01-31 15:10,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-31 15:30,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-01-31 10:00,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-31 10:20,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-01-31 10:40,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-31 11:00,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-31 11:20,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,30,1,1
2024-01-31 11:50,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-31 12:10,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,30,1,1
2024-01-31 12:40,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,60,1,1
2024-01-31 13:40,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,60,1,1
2024-01-31 14:40,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,30,1,0
2024-01-31 15:10,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-31 15:30,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,30,1,1
2024-01-31 16:00,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,60,1,0
2024-01-31 17:00,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-01-31 17:20,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-01-31 17:40,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-01-31 12:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-31 12:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 12:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-31 13:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 13:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 13:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-31 14:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-31 14:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 14:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,30,1,1
2024-01-31 15:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,30,1,1
2024-01-31 15:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-31 16:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,30,1,1
2024-01-31 16:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-31 17:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,60,1,1
2024-01-31 18:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-31 18:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-31 18:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-31 19:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 19:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-01-31 09:00,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,60,1,0
2024-01-31 10:00,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-31 10:20,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-31 10:40,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-31 11:00,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-01-31 11:30,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-31 11:50,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,60,1,1
2024-01-31 12:50,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-31 13:10,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-31 13:30,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-31 13:50,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-31 14:10,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-31 14:30,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-31 14:50,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-31 15:10,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-01-31 15:40,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,30,1,0
2024-01-31 16:10,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-01-31 16:30,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-01-31 11:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,1
2024-01-31 11:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 11:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-31 12:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 12:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-31 13:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-31 13:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
2024-01-31 14:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 14:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 14:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 15:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 15:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,1
2024-01-31 16:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,1
2024-01-31 16:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 16:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 17:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,1
2024-01-31 17:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 18:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 18:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-01-31 18:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-01 08:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,60,1,0
2024-02-01 09:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,30,1,0
2024-02-01 09:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-01 09:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-01 10:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-01 10:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-01 10:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-01 11:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-01 11:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-01 11:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-01 12:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-01 12:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-01 12:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-01 13:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-01 13:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,30,1,1
2024-02-01 14:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-01 14:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,30,1,0
2024-02-01 14:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-01 15:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-01 15:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-01 10:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,30,1,1
2024-02-01 10:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,30,1,0
2024-02-01 11:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Family Medicine,1,20,1,0
2024-02-01 11:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,30,1,0
2024-02-01 11:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Family Medicine,1,20,1,1
2024-02-01 12:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Family Medicine,1,20,1,0
2024-02-01 12:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,30,1,1
2024-02-01 13:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Family Medicine,1,20,1,0
2024-02-01 13:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Family Medicine,1,20,1,0
2024-02-01 13:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,20,1,0
2024-02-01 14:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Family Medicine,1,60,1,1
2024-02-01 15:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,20,1,1
2024-02-01 15:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,20,1,1
2024-02-01 15:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,20,1,1
2024-02-01 16:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,20,1,1
2024-02-01 16:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,20,1,0
2024-02-01 16:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. B,General practitioner,Family Medicine,1,20,1,1
2024-02-01 17:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,30,1,1
2024-02-01 17:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. B,General practitioner,Family Medicine,1,20,1,0
2024-02-01 09:00,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 09:20,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-02-01 09:50,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 10:10,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-02-01 10:40,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 11:00,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 11:20,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 11:40,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 12:00,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-01 12:20,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 12:40,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-01 13:00,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-01 13:20,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 13:40,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,30,1,0
2024-02-01 14:10,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-02-01 14:40,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 15:00,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-01 15:20,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-01 15:40,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-01 16:00,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 16:20,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-01 11:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-02-01 11:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,60,1,1
2024-02-01 12:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-02-01 12:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-01 13:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-01 13:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,30,1,1
2024-02-01 13:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-02-01 14:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,30,1,0
2024-02-01 14:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,30,1,1
2024-02-01 15:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-01 15:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-01 15:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-01 16:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-01 16:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-02-01 16:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,30,1,0
2024-02-01 17:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-01 17:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-02-01 18:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-01 18:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Spine Surgery,1,30,1,0
2024-02-02 08:00,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,60,1,0
2024-02-02 09:00,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,30,1,1
2024-02-02 09:30,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,30,1,0
2024-02-02 10:00,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,60,1,0
2024-02-02 11:00,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,60,1,0
2024-02-02 12:00,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-02 12:20,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-02 12:40,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,30,1,1
2024-02-02 13:10,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-02 13:30,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-02 13:50,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,30,1,1
2024-02-02 14:20,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-02 14:40,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-02 15:00,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-02 15:20,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-02 15:40,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-02 10:00,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,30,1,1
2024-02-02 10:30,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-02 10:50,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-02-02 11:10,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-02 11:30,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,30,1,0
2024-02-02 12:00,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-02 12:20,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-02 12:40,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-02 13:00,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-02-02 13:20,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,60,1,1
2024-02-02 14:20,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-02-02 14:40,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,30,1,0
2024-02-02 15:10,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-02 15:30,Lääkäriasema Virta,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,60,1,1
2024-02-02 16:30,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-02 16:50,Lääkäriasema Virta,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-02 12:00,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,30,1,1
2024-02-02 12:30,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-02 12:50,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-02 13:10,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-02 13:30,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-02 13:50,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,30,1,1
2024-02-02 14:20,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,60,1,1
2024-02-02 15:20,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-02 15:40,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-02 16:00,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-02 16:20,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-02 16:40,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,60,1,1
2024-02-02 17:40,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-02 18:00,Lääkäriasema Koski,In-person appointment,IA,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-02 18:20,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-02 18:40,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,30,1,0
2024-02-02 19:10,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,30,1,1
2024-02-02 19:40,Lääkäriasema Koski,Remote consultation,RC,Dr. C,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-02 09:00,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-02 09:20,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,60,1,0
2024-02-02 10:20,Lääkäriasema Virta,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-02-02 10:50,Lääkäriasema Virta,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
